Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
2002-03,Howard Eisley,PG,eisleho01,30,82,2243,14.1,0.552,0.537,0.167,1.2,8.7,4.9,31.4,1.7,0.3,18.1,17,3.5,1,4.5,0.097,1.8,-2,-0.2,1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/eisleho01.html,82,2243,0.417,18.6,0.463,0.143,0.062,0.064,0.194,0.537,0.45,0.578,0.41,0.4,0.385,0.389,0.153,0,0,0.725,0.163,0.418,3,0
2002-03,Hubert Davis,SG,davishu01,32,43,328,8.8,0.484,0.456,0.076,2.1,11,6.5,15.1,0.8,0,11.9,13.6,0.2,0.3,0.5,0.071,-2.3,-1.5,-3.7,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davishu01.html,43,328,0.392,20.1,0.544,0.076,0.025,0.051,0.392,0.456,0.442,0.5,1,0.75,0.355,0.333,0.684,0,0,1,0.083,0.333,0,0
2002-03,Igor Rakocevic,PG,rakocig01,24,42,244,8.4,0.528,0.207,0.621,1.9,5.9,3.9,19,0.9,0,23.8,18,0,0.1,0.1,0.022,-3.5,-3.6,-7.1,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rakocig01.html,42,244,0.379,13.4,0.793,0.293,0.052,0.138,0.31,0.207,0.37,0.529,0.667,0.375,0.167,0.417,0.471,0.034,1,0.8,0.25,0.333,0,0
2002-03,Ira Newble,SF,newblir01,28,73,1931,11.7,0.557,0.18,0.193,5.3,10.5,8,8.6,1.4,0.9,12,13.7,2.5,0.8,3.3,0.081,-0.2,-0.7,-0.9,0.5,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/newblir01.html,73,1931,0.495,11,0.82,0.392,0.062,0.126,0.24,0.18,0.52,0.65,0.414,0.424,0.384,0.381,0.749,0.069,30,0.969,0.786,0.409,1,0
2002-03,J.R. Bremer,PG,bremejr01,22,64,1503,12.7,0.515,0.616,0.239,1.3,9.8,5.5,19.2,1.3,0.2,10.3,17.7,1.8,1.2,3,0.096,0.1,-2,-1.9,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bremejr01.html,64,1503,0.369,18.8,0.384,0.172,0.047,0.041,0.123,0.616,0.393,0.388,0.364,0.421,0.404,0.353,0.343,0,0,0.723,0.171,0.286,1,0
2002-03,Jacque Vaughn,PG,vaughja01,27,80,1686,10.5,0.508,0.083,0.304,1.7,6.4,4,21.7,2,0.1,17.2,14.9,1.2,0.9,2,0.058,-2.3,-1.8,-4.1,-0.9,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vaughja01.html,80,1686,0.448,11.2,0.917,0.375,0.041,0.107,0.394,0.083,0.467,0.513,0.471,0.5,0.414,0.235,0.409,0,0,0.875,0.647,0.182,0,0
2002-03,Jahidi White,C,whiteja01,26,16,230,14.8,0.523,0,0.472,19,18.6,18.8,1.4,0.2,3.9,12.3,15,0.4,0.2,0.6,0.134,-1.9,-2.1,-4,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/whiteja01.html,16,230,0.472,1.6,1,0.792,0.189,0.019,0,0,0.472,0.548,0.2,0,0,0,0.56,0.189,10,0,0,0,0,0
2002-03,Jake Tsakalidis,C,tsakaja01,23,33,543,10.2,0.501,0,0.43,9.3,16.2,12.7,3.7,0.6,2.3,13.9,15.4,0.3,0.5,0.9,0.078,-3.4,-0.4,-3.8,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tsakaja01.html,33,543,0.452,4.1,1,0.511,0.356,0.089,0.044,0,0.452,0.522,0.354,0.417,0.5,0,0.738,0.141,17,0,0,0,0,0
2002-03,Jake Voskuhl,C,voskuja01,25,65,947,11.8,0.604,0,0.589,11.5,15.4,13.4,5.7,1,2.3,19,12,1.5,1,2.5,0.129,-1.1,0.9,-0.2,0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/voskuja01.html,65,947,0.564,3.4,1,0.693,0.153,0.104,0.049,0,0.564,0.673,0.4,0.294,0.125,0,0.63,0.196,32,0,0,0,0,0
2002-03,Jalen Rose,SF,roseja01,30,82,3351,14.9,0.508,0.227,0.295,2.3,9.2,5.8,21.1,1.1,0.5,13.7,27.4,2.5,1.1,3.6,0.052,1.4,-2.2,-0.8,1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/roseja01.html,82,3351,0.406,15.3,0.773,0.136,0.111,0.205,0.322,0.227,0.416,0.514,0.4,0.401,0.389,0.37,0.417,0.004,4,0.872,0.304,0.376,2,0
2002-03,Jamaal Magloire,C,magloja01,24,82,2443,15.4,0.541,0.005,0.507,12.2,22.3,17.2,5.9,1.1,3.3,16.9,17.4,2.9,3.8,6.7,0.133,-1.5,1.6,0,1.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/magloja01.html,82,2443,0.48,4.4,0.995,0.515,0.331,0.118,0.031,0.005,0.483,0.618,0.367,0.293,0.2,0,0.607,0.181,101,0,0.333,0,2,0
2002-03,Jamaal Tinsley,PG,tinslja01,24,73,2237,13.4,0.468,0.299,0.201,3,9.9,6.5,38.7,2.9,0.6,24.1,16.1,0.6,3.1,3.7,0.079,-0.5,0.2,-0.3,1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tinslja01.html,73,2237,0.396,14.5,0.701,0.245,0.115,0.126,0.216,0.299,0.446,0.654,0.375,0.343,0.308,0.277,0.437,0,0,0.913,0.157,0.308,0,0
2002-03,Jamal Crawford,PG,crawfja01,22,80,1992,15.4,0.496,0.3,0.16,1.2,9,5.1,28.8,2,0.9,13.4,22.2,1.6,1.1,2.8,0.067,0.9,-2,-1,0.5,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crawfja01.html,80,1992,0.413,15.6,0.7,0.182,0.129,0.115,0.275,0.3,0.438,0.551,0.385,0.419,0.396,0.355,0.25,0.014,10,0.721,0.165,0.325,3,0
2002-03,Jamal Mashburn,SF,mashbja01,30,82,3321,18,0.507,0.193,0.233,2.3,15.3,8.7,26.2,1.3,0.4,11.6,27.1,5.4,3.6,9,0.13,2.4,-0.4,2,3.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mashbja01.html,82,3321,0.422,14.2,0.807,0.146,0.125,0.281,0.256,0.193,0.43,0.558,0.444,0.438,0.342,0.389,0.374,0.013,20,0.891,0.193,0.407,0,0
2002-03,Jamal Sampson,PF,sampsja01,19,5,8,8.4,0,0,0,14.6,14.7,14.6,16.3,6.6,0,0,11.6,0,0,0,-0.066,-5.3,3.9,-1.4,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sampsja01.html,5,8,0,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03,James Posey,SF,poseyja01,26,55.33333333,1678.666667,13.33333333,0.515666667,0.302,0.326,4.2,15.36666667,9.766666667,13.33333333,2.2,0.433333333,14.4,18.76666667,1.533333333,2.066666667,3.6,0.096,-0.166666667,0.633333333,0.466666667,1.133333333,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/poseyja01.html,58,1646,0.439,12.2,0.671,0.407,0.072,0.061,0.131,0.329,0.495,0.609,0.419,0.154,0.339,0.326,0.585,0.136,46,0.913,0.454,0.234,3,0
2002-03,Jamison Brewer,PG,breweja01,22,10,80,13.4,0.525,0.118,0.529,7.2,5.5,6.3,36.4,1.3,0.9,22.3,15.2,0.1,0.1,0.2,0.106,-0.6,-2.5,-3.1,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/breweja01.html,10,80,0.529,4.1,0.882,0.765,0.118,0,0,0.118,0.6,0.615,0.5,0,0,0,0.667,0.118,1,0,0.5,0,0,0
2002-03,Jannero Pargo,PG,pargoja01,23,34,342,7.3,0.449,0.258,0.043,2.9,9.3,6.1,17.1,2,0.4,19.5,15.3,-0.2,0.2,0.1,0.007,-3.6,-1.7,-5.3,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pargoja01.html,34,342,0.398,17.2,0.742,0.097,0.065,0.108,0.473,0.258,0.435,0.778,0,0.4,0.432,0.292,0.733,0,0,0.714,0.167,0,0,0
2002-03,Jared Jeffries,SF,jeffrja01,21,20,292,11.1,0.521,0.095,0.46,10.5,13,11.7,9,1.5,1.3,21.7,15.6,0.1,0.2,0.3,0.049,-2.2,-0.2,-2.4,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jeffrja01.html,20,292,0.476,7.5,0.905,0.54,0.159,0.063,0.143,0.095,0.474,0.559,0.4,0.25,0.333,0.5,0.556,0.111,7,1,0.167,0,0,0
2002-03,Jarron Collins,C,collija03,24,22,421,8.2,0.53,0.012,0.721,9.6,7.8,8.6,5.2,0.6,1.1,14.4,14.5,0.5,0.2,0.7,0.078,-1.4,-1.4,-2.8,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collija03.html,22,421,0.442,6.7,0.988,0.5,0.116,0.233,0.14,0.012,0.447,0.605,0.1,0.25,0.5,0,0.737,0.023,1,0,0,0,0,0
2002-03,Jason Caffey,PF,caffeja01,29,51,894,10.5,0.501,0,0.427,8.9,14.2,11.5,6.7,1.1,1.2,16,18.3,0.3,0.3,0.6,0.031,-2.9,-1.9,-4.8,-0.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/caffeja01.html,51,894,0.456,5.5,1,0.484,0.258,0.169,0.089,0,0.456,0.592,0.375,0.31,0.227,0,0.611,0.125,30,0,0,0,0,0
2002-03,Jason Collier,C,collija02,25,13,104,15,0.488,0,0.056,13.6,18.4,16.1,1.8,1,0.7,5.1,17.3,0.2,0.1,0.3,0.126,-2.3,-3.4,-5.8,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collija02.html,13,104,0.472,5.5,1,0.5,0.333,0.056,0.111,0,0.472,0.667,0.333,0,0.25,0,0.824,0.083,3,0,0,0,0,0
2002-03,Jason Collins,C,collija04,24,81,1900,9.9,0.521,0.012,0.698,8.2,13.9,11.1,6.9,1.3,1.7,16.1,12.5,1.7,3,4.7,0.119,-2.3,1.8,-0.6,0.7,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collija04.html,81,1900,0.414,6.8,0.988,0.503,0.148,0.163,0.175,0.012,0.419,0.494,0.26,0.418,0.339,0,0.679,0.044,13,0,0.5,0,1,0
2002-03,Jason Kidd,PG,kiddja01,29,80,2989,22.2,0.526,0.297,0.324,4.2,15.1,9.6,42.2,3.1,0.6,17.2,25.9,5.5,5.8,11.3,0.182,4.9,2,6.9,6.7,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kiddja01.html,80,2989,0.414,14.9,0.703,0.239,0.051,0.132,0.281,0.297,0.445,0.576,0.429,0.366,0.374,0.341,0.36,0.002,2,0.833,0.184,0.309,3,0
2002-03,Jason Richardson,SG,richaja01,22,82,2698,14.8,0.501,0.288,0.233,4.4,10.4,7.5,15.3,1.7,0.6,12.3,23,3.4,0.3,3.7,0.066,1.6,-2,-0.4,1.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/richaja01.html,82,2698,0.41,13.6,0.712,0.234,0.155,0.124,0.199,0.288,0.427,0.658,0.278,0.368,0.307,0.368,0.45,0.063,64,0.821,0.156,0.327,5,0
2002-03,Jason Terry,PG,terryja01,25,81,3081,18.2,0.549,0.378,0.256,1.4,8.6,5.2,34.8,2.2,0.3,16.4,22.6,6,1.4,7.4,0.116,3.7,-2.3,1.4,2.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/terryja01.html,81,3081,0.428,16.6,0.622,0.163,0.069,0.12,0.27,0.378,0.462,0.505,0.456,0.46,0.438,0.371,0.323,0.013,15,0.75,0.227,0.398,1,0
2002-03,Jason Williams,PG,willija02,27,76,2407,17.1,0.501,0.47,0.153,1.2,8.6,5,41.8,2,0.3,15.5,20.3,4,0.7,4.7,0.094,3.1,-3,0.1,1.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willija02.html,76,2407,0.388,18.7,0.53,0.146,0.05,0.069,0.265,0.47,0.418,0.56,0.279,0.39,0.373,0.354,0.195,0,0,0.503,0.059,0.375,4,0
2002-03,Jay Williams,PG,willija03,21,75,1961,12.2,0.472,0.295,0.235,1.5,9.3,5.5,29.2,2.3,0.6,18.4,21,-0.5,1.3,0.8,0.02,-0.8,-1.4,-2.2,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willija03.html,75,1961,0.399,13.2,0.705,0.299,0.13,0.082,0.194,0.295,0.431,0.527,0.393,0.304,0.361,0.322,0.303,0.02,13,0.862,0.213,0.349,0,0
2002-03,Jeff Foster,C,fosteje01,26,77,802,12,0.394,0.011,0.354,16.9,22,19.5,9.8,1.8,1.9,14.2,13.5,0.2,1.4,1.6,0.098,-2.5,2,-0.5,0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fosteje01.html,77,802,0.36,8.3,0.989,0.427,0.163,0.202,0.197,0.011,0.364,0.526,0.172,0.222,0.314,0,0.563,0.09,16,0,0,0,1,0
2002-03,Jeff McInnis,PG,mcinnje01,28,75,1311,10,0.477,0.083,0.158,2,6.9,4.5,21.3,0.9,0.1,14.2,18.6,0.5,0.6,1.1,0.04,-2.5,-2.7,-5.1,-1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcinnje01.html,75,1311,0.444,12.4,0.917,0.154,0.243,0.258,0.262,0.083,0.469,0.569,0.485,0.459,0.405,0.171,0.478,0,0,0.833,0.029,1,3,0
2002-03,Jeff Trepagnier,SG,trepaje01,23,8,97,17.5,0.522,0.2,0.175,9.2,10.1,9.6,12.2,4.3,0,15.7,23.4,0.1,0.2,0.2,0.105,0,0.3,0.3,0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/trepaje01.html,8,97,0.425,12.4,0.8,0.35,0.05,0.1,0.3,0.2,0.406,0.571,0.5,0.25,0.25,0.5,0.462,0.025,1,1,0,0,0,0
2002-03,Jelani McCoy,C,mccoyje01,25,67,1367,12.4,0.507,0,0.319,7.6,22.6,14.8,5.5,1.1,3.1,17.6,18.3,-0.3,1.3,1,0.035,-4.4,-0.1,-4.5,-0.9,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccoyje01.html,67,1367,0.491,3.9,1,0.537,0.339,0.096,0.028,0,0.491,0.632,0.388,0.105,0.364,0,0.49,0.127,47,0,0,0,0,0
2002-03,Jermaine Jackson,SG,jacksje01,26,35.33333333,372.6666667,9.033333333,0.456666667,0.082333333,0.521333333,3.866666667,7.7,5.833333333,20.46666667,1.8,0.766666667,20.33333333,13.73333333,0,0.133333333,0.133333333,0.016666667,-3.666666667,-1.6,-5.266666667,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jacksje01.html,29,273,0.452,11.1,0.976,0.405,0.024,0.095,0.452,0.024,0.463,0.647,1,0,0.368,0,0.526,0.024,1,0,0,0,1,0
2002-03,Jermaine O'Neal,PF,onealje01,24,77,2864,21.4,0.539,0.017,0.405,8.1,22.8,15.6,10.4,1.2,4.5,10.8,26.2,5.3,5.2,10.5,0.177,0.5,2,2.6,3.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/onealje01.html,77,2864,0.484,7.9,0.983,0.268,0.398,0.212,0.106,0.017,0.487,0.698,0.449,0.341,0.383,0.333,0.648,0.098,118,0.429,0.333,0.143,0,0
2002-03,Jerome James,C,jamesje01,27,51,766,13.1,0.506,0,0.397,11.8,21.5,16.6,6.1,0.9,8.4,21.6,21.3,-0.5,1.3,0.8,0.052,-5.2,3,-2.1,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jamesje01.html,51,766,0.478,5.3,1,0.362,0.478,0.125,0.034,0,0.478,0.702,0.36,0.345,0.25,0,0.477,0.159,31,0,0,0,0,0
2002-03,Jerome Moiso,C,moisoje01,24,51,644,14.5,0.542,0,0.24,10.5,21.7,16.1,5.8,1.6,4.9,19.6,16.6,0.3,1.2,1.5,0.109,-3.4,2.2,-1.2,0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/moisoje01.html,51,644,0.52,6.7,1,0.485,0.181,0.152,0.181,0,0.52,0.699,0.484,0.308,0.258,0,0.719,0.211,31,0,0,0,0,0
2002-03,Jerome Williams,PF,willije01,29,71,2346,15.6,0.525,0.011,0.525,10.8,21.2,15.8,6.7,2.6,0.8,13,14.7,2.9,2.5,5.4,0.11,-0.4,1.3,0.8,1.7,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willije01.html,71,2346,0.499,5.9,0.989,0.555,0.151,0.142,0.14,0.011,0.503,0.62,0.321,0.382,0.36,0.167,0.639,0.116,58,1,0.167,0,1,0
2002-03,Jerry Stackhouse,SG,stackje01,28,70,2747,18.7,0.528,0.204,0.431,2.6,8.5,5.6,21.7,1.3,0.8,11.9,27.9,5.1,1.4,6.5,0.114,2.8,-2.1,0.7,1.9,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stackje01.html,70,2747,0.409,13.9,0.796,0.197,0.12,0.204,0.275,0.204,0.439,0.637,0.347,0.371,0.388,0.29,0.474,0.036,42,0.845,0.376,0.272,0,0
2002-03,Jeryl Sasser,SG,sasseje01,23,75,1025,8.3,0.402,0.213,0.377,7,13.8,10.3,9.3,2.3,0.9,13.9,12.2,-0.2,0.9,0.8,0.036,-3.5,0.7,-2.7,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sasseje01.html,75,1025,0.309,12.7,0.787,0.295,0.14,0.121,0.232,0.213,0.313,0.344,0.345,0.24,0.292,0.295,0.569,0.01,1,0.846,0.318,0.357,1,0
2002-03,Jim Jackson,SF,jacksji01,32,63,1309,12.4,0.501,0.154,0.119,7.2,13.8,10.7,13.6,1.2,0.2,14.1,19.1,0.8,1.7,2.5,0.09,-1.2,-0.1,-1.3,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jacksji01.html,63,1309,0.442,12,0.846,0.284,0.165,0.134,0.264,0.154,0.44,0.557,0.434,0.371,0.352,0.451,0.488,0.011,4,0.906,0.606,0.558,3,0
2002-03,Jiri Welsch,SF,welscji01,23,37,234,4.5,0.348,0.053,0.387,5.5,7.2,6.4,16.6,1.7,0.6,17.8,19.4,-0.4,0,-0.4,-0.086,-5.5,-2.7,-8.2,-0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/welscji01.html,37,234,0.253,12.2,0.947,0.2,0.2,0.133,0.413,0.053,0.254,0.533,0.067,0.3,0.194,0.25,0.778,0,0,1,0.5,0.5,0,0
2002-03,Joe Johnson,SG,johnsjo02,21,82,2255,11.6,0.472,0.258,0.156,2.8,10.5,6.6,15.1,1.4,0.6,11.3,19.1,0.9,1.9,2.8,0.06,-1,-0.6,-1.6,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsjo02.html,82,2255,0.397,14.9,0.742,0.178,0.103,0.161,0.3,0.258,0.408,0.472,0.402,0.414,0.368,0.366,0.444,0.01,6,0.987,0.561,0.4,1,0
2002-03,Joe Smith,SF,smithjo02,27,54,1117,14.3,0.524,0.006,0.399,11.6,15.7,13.7,5.1,0.7,3.5,10,17.4,1.9,1.2,3,0.131,-0.9,-0.1,-0.9,0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithjo02.html,54,1117,0.46,9.1,0.994,0.36,0.171,0.14,0.323,0.006,0.463,0.576,0.304,0.435,0.434,0,0.675,0.082,25,0,0,0,0,0
2002-03,Joel Przybilla,C,przybjo01,23,32,546,7.9,0.424,0,0.522,10.2,20.9,15.5,3,1,6.1,25.1,6.4,0.1,0.5,0.6,0.051,-4.1,2.9,-1.3,0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/przybjo01.html,32,546,0.391,3.3,1,0.739,0.109,0.109,0.043,0,0.391,0.441,0,0.6,0,0,0.667,0.065,3,0,0,0,0,0
2002-03,John Amaechi,C,amaecjo01,32,50,474,3.1,0.351,0,0.441,6.9,12.5,9.8,6.8,1.6,1.1,19.4,17,-1.1,0.4,-0.7,-0.07,-7,-0.5,-7.5,-0.7,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/amaecjo01.html,50,474,0.314,5,1,0.542,0.254,0.076,0.127,0,0.314,0.391,0.2,0.111,0.333,0,0.649,0.008,1,0,0,0,0,0
2002-03,John Crotty,PG,crottjo01,33,12,180,7.6,0.431,0.317,0.366,0.6,9.5,4.9,26.7,0.9,0,15.9,14,0,0.1,0.1,0.031,-4.2,-2.8,-7,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crottjo01.html,12,180,0.341,15,0.683,0.244,0.073,0.098,0.268,0.317,0.357,0.5,0,0.25,0.364,0.308,0.5,0,0,1,0,0,0,0
2002-03,John Salmons,PG,salmojo01,23,64,504,9.5,0.502,0.267,0.302,3.7,10.2,6.9,14.3,1.8,0.9,18.1,14.3,0.2,0.4,0.6,0.058,-2.4,-0.7,-3,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/salmojo01.html,64,504,0.414,12.8,0.733,0.31,0.06,0.181,0.181,0.267,0.447,0.528,0.143,0.524,0.333,0.323,0.711,0.017,2,1,0.677,0.333,0,0
2002-03,John Stockton,PG,stockjo01,40,82,2275,21,0.577,0.125,0.448,2.8,7.7,5.4,46.4,3.2,0.5,19.2,19.2,6.5,2.5,9,0.19,3.6,-1.5,2,2.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stockjo01.html,82,2275,0.483,12.4,0.875,0.306,0.069,0.153,0.347,0.125,0.5,0.587,0.386,0.49,0.45,0.363,0.5,0,0,0.621,0.088,0.429,1,0
2002-03,Jon Barry,SG,barryjo01,33,80,1473,17.9,0.593,0.505,0.236,2.6,12,7.2,25.5,2.4,0.7,14.8,17.9,3.4,2.2,5.6,0.183,2.9,0.1,3,1.9,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/barryjo01.html,80,1473,0.45,18.4,0.495,0.165,0.024,0.08,0.226,0.505,0.495,0.5,0.5,0.324,0.552,0.407,0.462,0,0,0.69,0.285,0.328,0,0
2002-03,Jonathan Bender,SF,bendejo01,22,46,819,13.3,0.521,0.209,0.331,5.9,12.2,9.1,8.6,0.5,5,12.6,18.4,0.7,1,1.7,0.099,-1.7,0.9,-0.8,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bendejo01.html,46,819,0.441,12.8,0.791,0.26,0.134,0.15,0.248,0.209,0.463,0.636,0.412,0.421,0.333,0.358,0.656,0.091,20,1,0.302,0.25,0,0
2002-03,Joseph Forte,SG,fortejo01,21,17,86,3.4,0.319,0.086,0.171,5.4,9.7,7.5,20.9,2.5,0,21,26,-0.4,0.1,-0.3,-0.176,-8.7,-1.5,-10.2,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fortejo01.html,17,86,0.286,11.9,0.914,0.086,0.4,0.171,0.257,0.086,0.313,0.333,0.357,0.333,0.222,0,0.5,0,0,0,0,0,0,0
2002-03,Juan Dixon,PG,dixonju01,24,42,647,11,0.464,0.31,0.17,2.4,10.8,6.6,11.3,2.2,0.3,12.6,24.3,-0.5,0.5,0.1,0.005,-2.3,-2.4,-4.7,-0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dixonju01.html,42,647,0.384,16.3,0.69,0.129,0.118,0.137,0.306,0.31,0.422,0.629,0.313,0.351,0.41,0.298,0.443,0,0,0.8,0.214,0.222,0,0
2002-03,Juaquin Hawkins,SG,hawkiju01,29,58,685,7.3,0.427,0.162,0.135,2.8,10.2,6.6,10.9,2.3,0.6,15.6,12.5,-0.3,0.7,0.4,0.027,-3.8,0.5,-3.3,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hawkiju01.html,58,685,0.385,15.5,0.838,0.196,0.068,0.068,0.507,0.162,0.379,0.552,0.1,0.2,0.373,0.417,0.872,0.027,3,1,0.458,0.364,0,0
2002-03,Jumaine Jones,SF,jonesju01,23,80,2204,12.3,0.525,0.442,0.117,5.3,15.5,10.3,8.8,1.6,0.7,12.5,16.8,1.7,1.2,2.9,0.062,0,-1.3,-1.3,0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jonesju01.html,80,2204,0.434,17,0.558,0.177,0.041,0.12,0.22,0.442,0.497,0.698,0.241,0.459,0.404,0.354,0.736,0.051,33,0.946,0.589,0.411,2,0
2002-03,Junior Harrington,PG,harriju01,22,82,2003,6.4,0.405,0.06,0.24,2.4,12.6,7.3,23.2,2.1,0.6,23.3,15,-2.8,2.4,-0.4,-0.009,-5.4,0.8,-4.6,-1.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harriju01.html,82,2003,0.362,14.7,0.94,0.148,0.131,0.122,0.54,0.06,0.369,0.42,0.262,0.368,0.381,0.25,0.599,0.015,7,1,0.214,0.333,2,0
